ID_INSTITUCION,INSTITUCION,PROVEEDOR,COSTO,TORRE_CERCANA,LATITUD_TORRE,LONGITUD_TORRE,DIST_KM
3569,JUNTAS DE CONCILIACION Y ARBITRAJE DEL ESTADO DE SONORA,TELMEX,473.28,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.21
3743,UNIVERSIDAD ESTATAL DE SONORA,TOTAL PLAY,6335,(TZ-45) TORRE CEDAE,29.07067222,-110.9533944,0.21
2840,PROF. ALFONSO MARIN RETIFF,TELMEX,,SANTA ANA,30.544389,-111.121275,0.21
1024,TOMAS VALDEZ VILLEGAS,TELMEX,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.21
2171,HORACIO SOBARZO,TELMEX,,PLANTEL EUSEBIO FRANCISCO KINO,30.62410894,-110.9732592,0.22
109,BENITO JUAREZ,INDEX,,PRIM BENITO JUAREZ DE 21 DE MARZO,26.525942,-109.075572,0.22
3735,INSTITUTO SONORENSE DE CULTURA,TOTAL PLAY,2688,BMXDGR,29.07631845,-110.9570658,0.22
3688,SECRETARIA PARTICULAR,TELMEX,1206.04,ALAMOS,27.021836,-108.937803,0.22
1411,MACRINA PATIÑO,RED SEC,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.22
518,AMADO NERVO,TELMEX,,CENTRO DE SALUD RURAL DE FRANCISCO J MINA (CAMPO 60),27.45816,-110.11326,0.22
1415,CASA HOGAR PAZ Y BIEN,RED SEC,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.22
3459,MODULO MAGDALENA,TELMEX,,(TZ-45) TORRE C4,30.63,-110.9690972,0.22
2933,MARIA DE JESUS ALVARADO COMPEAN,TELMEX,,"TORRE COMANDANCIA SAN CARLOS, GUAYMAS",27.94951389,-111.0521917,0.23
1116,MI PEQUENO HOGAR,RED SEC,,CENTRO DE SALUD RURAL DE BUAYSIACOBE,27.05884,-109.68408,0.23
3592,DIRECCION GENERAL DE REGISTRO CIVIL,TELMEX,343.97,CESPEJO,29.09162451,-110.9754325,0.23
1360,CUAUHTEMOC,TELMEX,,"TORRE COMANDANCIA SAN CARLOS, GUAYMAS",27.94951389,-111.0521917,0.23
2782,HIMNO NACIONAL,TELNOR,,PLANTEL SAN LUIS RIO COLORADO,32.45172232,-114.751234,0.23
3458,MODULO IMURIS,TELMEX,,(TZ-45) TORRE PALACIO,30.7773,-110.8616389,0.23
3211,CENTRO DE SALUD PROGRESO NORTE,TELMEX,,(TZ-45) COMANDANCIA EL CORTIJO,29.14361389,-110.9862722,0.23
511,NARCIZO MENDOZA,MEGACABLE,,CENTRO DE SALUD RURAL DE FRANCISCO J MINA (CAMPO 60),27.45816,-110.11326,0.24
523,PRESIDENTE MIGUEL ALEMAN,RED SEC,,PRIM PRESIDENTE MIGUEL ALEMAN DE EJ MIGUEL ALEMAN,27.498163,-110.115354,0.24
2065,GUADALUPE VICTORIA,INDEX,,PRIM GUADALUPE VICTORIA DE GUADALUPE VICTORIA,26.553225,-109.114548,0.24
2573,TELESECUNDARIA 319,COMPUPROYECCIONES,,OQUITOA,30.742219,-111.734878,0.24
506,PAULO FREIRE,RED SEC,,PRIM PRESIDENTE MIGUEL ALEMAN DE EJ MIGUEL ALEMAN,27.498163,-110.115354,0.24
2803,ABELARDO L. RODRIGUEZ,TELNOR,,(TZ-45) TORRE AGENCIA FISCAL SLRC,32.47933611,-114.7790444,0.24
1091,TELESECUNDARIA 138,COMPUPROYECCIONES,,C. DE SALUD RURAL ANTONIO ROSALES,28.077694,-110.612917,0.25
3644,DIF SONORA,TELMEX,677.22,VSERIS,29.064011,-110.955496,0.25
3627,SERVICIOS DE SALUD DE SONORA,TELMEX,559.48,CGOB,29.06763827,-110.9592655,0.25
2951,IGNACIO ZARAGOZA,TELMEX,,H. AYUNTAMIENTO DE YECORA,28.37264,-108.925702,0.25
2356,NIÑOS HEROES,INDEX,,PRIM NIÑOS HEROES DE EL SANEAL,26.9128,-109.390694,0.25
3685,SECRETARIA PARTICULAR,DESIERTA PRECIO NO ACEPTABLE,2404.31,EDIFICIO SONORA,29.06842354,-110.9572519,0.25
3229,HOSPITAL PSIQUIATRICO CARLOS NAVA,MEGACABLE,,(TZ-45) TORRE CEDAE,29.07067222,-110.9533944,0.25
539,JOSE ANTONIO VILLA,TELMEX,,BANAMICHI,30.007164,-110.218019,0.25
3704,UNIVERSIDAD ESTATAL DE SONORA,TOTAL PLAY,2699,CUM,29.10935986,-110.9936158,0.26
3702,RADIO SONORA,TELMEX,1912.43,BMXDGR,29.07631845,-110.9570658,0.26
2564,TELESECUNDARIA 189,COMPUPROYECCIONES,,ONAVAS,28.460286,-109.527903,0.26
3584,DIRECCION GENERAL DE CONCERTACION AGRARIA,TELMEX,688.79,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.26
2173,ENRIQUE WOOLFOLK,TELMEX,,(TZ-45) TORRE C4,30.63,-110.9690972,0.26
1474,MIGUEL ALEMAN VALDEZ,MEGACABLE,,(TZ-45) TORRE COMANDANCIA MUNICIPAL,28.84294167,-111.4898444,0.26
2289,MAYAMBO,RED SEC,,(TZ-30) TORRE AGENCIA FISCAL NAVOJOA,27.08241944,-109.4472139,0.26
2414,BENIGNO GARCIA GARCIA,TELMEX,,(TZ-30) TORRE AGENCIA FISCAL NAVOJOA,27.08241944,-109.4472139,0.26
503,RAMON LOPEZ VELARDE,MEGACABLE,,(TZ-45) PALACIO MUNICIPAL BACUM,27.54989167,-110.083075,0.26
3749,CONSEJO ESTATAL DE CONCERTACION PARA LA OBRA PUBLICA,TELMEX,5482.52,VSERIS,29.064011,-110.955496,0.27
1688,DIEGO RIVERA,MEGACABLE,,SSP ESPEJO,29.09152931,-110.9754964,0.27
2204,BELISARIO DOMINGUEZ,TELMEX,,NACOZARI,30.378194,-109.694961,0.27
3609,DIRECCION GENERAL DE ADMINISTRACION,TELMEX,473.28,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.27
1095,ESCUELA SECUNDARIA TECNICA NUM. 14,COMPUPROYECCIONES,,H. AYUNTAMIENTODE ARIVECHI,28.92847,-109.18732,0.27
538,ADELINA LOPEZ FELIX,TELMEX,,BANAMICHI,30.007164,-110.218019,0.28
222,GENERAL ABELARDO L RODRIGUEZ,TELMEX,,ARIZPE,30.338364,-110.167683,0.28
2701,ARTEMISA CORDOVA DE MORENO,TELMEX,,SAN PEDRO DE LA CUEVA,29.288686,-109.743956,0.28
1232,TELESECUNDARIA 130,TELMEX,,CENTRO DE SALUD RURAL DE BUAYSIACOBE,27.05884,-109.68408,0.28
2674,GUADALUPE VICTORIA,TELMEX,,SAN FELIPE DE JESUS,29.858456,-110.243403,0.28
591,HEROES DE CABORCA,RED SEC,,PLANTEL CABORCA,30.72412696,-112.1621881,0.29
1334,LORENZO LOPEZ BALMACEDA,TELMEX,,PLANTEL QUETCHEHUECA,27.26486024,-109.9459878,0.29
3663,CENDI 2,TELMEX,978.94,EDIFICIO SONORA,29.06842354,-110.9572519,0.29
1336,EMIGDIO LOPEZ PEREZ,TELMEX,,CENTRO DE SALUD BACUM,27.5551,-110.085,0.29
1852,CLUB DE LEONES 1,RED SEC,,AUFIS,29.06939286,-110.944628,0.29
3712,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,688.79,CUM,29.10935986,-110.9936158,0.29
3706,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,473.28,CUM,29.10935986,-110.9936158,0.29
3711,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,343.97,CUM,29.10935986,-110.9936158,0.29
3665,SECRETARIA,TELMEX,2608.25,CGOB,29.06763827,-110.9592655,0.3
3202,CENTRO DE SALUD NAVOJOA CENTRO,TELMEX,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.3
3200,CENTRO DE SALUD NACO,TELMEX,,NACO,31.327333,-109.948686,0.3
2141,TELESECUNDARIA 69,COMPUPROYECCIONES,,ESC PRIM EL PIPILA DE EST. TORRES,28.766305,-110.769459,0.3
2172,JUAN FENOCHIO,TELMEX,,(TZ-45) TORRE C4,30.63,-110.9690972,0.3
1439,TELESECUNDARIA 126,GLOBALSAT,,CENTRO DE SALUD DE FRANCISCO MARQUEZ,28.1576944,-110.5913889,0.3
3444,MODULO ALAMOS,TELMEX,,ALAMOS,27.021836,-108.937803,0.3
949,JOSEFINA VDA DE GALVEZ NUM. 1,TELMEX,,(TZ-30) TORRE PUEBLO YAQUI,27.35423611,-110.035575,0.3
839,IGNACIO RAMIREZ,MEGACABLE,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.3
3215,CENTRO DE SALUD SONOYTA,TELMEX,,(TZ-45) TORRE COMANDANCIA SONOYTA,31.864325,-112.8494722,0.31
3475,ITAMA - OFICINAS GENERALES,TELMEX,,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.31
2630,TELESECUNDARIA 3,COMPUPROYECCIONES,,H. AYUNTAMIENTO DE QUIRIEGO,27.52069,-109.251259,0.31
704,PROF. JOSE L GUERRA A,MEGACABLE,,HOSPITAL GENERAL DE OBREGON,27.4836,-109.955,0.31
3582,COMISION ESTATAL PARA EL  DESARROLLO DE LOS PUEBLOS Y COMUNIDADES INDIGENAS,TELMEX,473.28,COMUNICACION SOCIAL,29.0744732,-110.9584987,0.31
2127,PAULITA VERJAN,TELMEX,,ALAMOS,27.021836,-108.937803,0.31
3010,"EMSAD, SAN PEDRO DE LA CUEVA",COMPUPROYECCIONES,,TEPACHE,29.288686,-109.743956,0.32
3583,DIRECCION GENERAL DEL BOLETIN OFICIAL Y ARCHIVO DEL ESTADO,TELMEX,1504.55,BMXDGR,29.07631845,-110.9570658,0.32
490,JOSE MA MORELOS,TELMEX,,BACANORA,28.977583,-109.399342,0.32
2939,BENITO JUAREZ,TELMEX,,VILLA PESQUEIRA,29.118272,-109.969133,0.32
775,PROFA. BEATRIZ ORDONEZ ACUÑA,RED SEC,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.32
2996,"EMSAD, SANTA MARIA DEL BUARAJE",COMPUPROYECCIONES,,CENTRO DE SALUD RURAL DE STA MA DEL BUARAJE NVO,27.30295,-109.80285,0.33
666,CENTRO DE ATENCION MULTIPLE NUM. 53,MEGACABLE,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.33
2506,GUSTAVO LAMBERTO MANRIQUEZ RAMOS,RED SEC,,(TZ-60) TORRE ISSSTESON,31.29834167,-110.9137,0.33
3440,CENTRO INTEGRAL DE ATENCION A LA SALUD SUR,TOTAL PLAY,,CGOB,29.06763827,-110.9592655,0.33
3607,DIRECCION GENERAL DE RECAUDACION,TELMEX,343.97,(TZ-45) TORRE COMANDANCIA MUNICIPAL,28.84294167,-111.4898444,0.33
3669,INSTITUTO SONORENSE DE LA JUVENTUD,TELMEX,688.79,(TZ-45) TORRE CEDAE,29.07067222,-110.9533944,0.34
1613,BASSELL IBARRA VILLEGAS,TELMEX,,(TZ-45) TORRE C4 VIEJO SEG PUBLICA,27.08036667,-109.4624361,0.34
2491,MIGUEL HIDALGO,RED SEC,,(TZ-45) TORRE EMBARCADERO,31.32836667,-110.9398083,0.34
2396,JOSE EDUARDO CURLANGO LIMON,TELMEX,,(TZ-45) TORRE EMBARCADERO,31.32836667,-110.9398083,0.34
2072,GENERAL MIGUEL PIÑA,TELMEX,,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.34
2892,BENITO JUAREZ,TELMEX,,SUAQUI GRANDE,28.394783,-109.891928,0.34
3219,HOSPITAL COMUNITARIO URES,TELMEX,,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.34
3700,TELEVISORA DE HERMOSILLO SA DE CV,TELMEX,473.28,SSP ESPEJO,29.09152931,-110.9754964,0.35
3709,COMISION DEL DEPORTE DEL ESTADO DE SONORA,TELMEX,688.79,CUM,29.10935986,-110.9936158,0.35
1508,PROF. ALFREDO EGUIARTE FLORES,TELMEX,,SSP ESPEJO,29.09152931,-110.9754964,0.35
1339,IGNACIO OSUNA OSUNA,RED SEC,,CENTRO DE SALUD VICAM,27.647,-110.296,0.35
3611,DIRECCION GENERAL DE CONTABILIDAD GUBERNAMENTAL,TELMEX,688.79,(TZ-45) CENTRO INTEGRAL PEI,29.09499722,-111.0287889,0.36
1713,PROF. EDUARDO W VILLA,MEGACABLE,,CESPEJO,29.09162451,-110.9754325,0.36
2300,EMILIANO ZAPATA,INDEX,,PRIM INDIGENA EMILIANO ZAPATA /ENCICLOPEDIA DE CHOACALLE,26.771561,-109.227606,0.36
2393,SECUNDARIA ESTATAL NUM. 33,MEGACABLE,,(TZ-45) COMANDANCIA ZONA NORTE,29.11026111,-110.9913861,0.36
2581,PROF. JOSE CARMELO,RED SEC,,(TZ-45) COMANDANCIA MUNICIPAL PITIQUITO,30.67895278,-112.0493028,0.36
1278,FILOMENO MATA,TELNOR,,(TZ-45) TORRE COMANDANCIA SONOYTA,31.864325,-112.8494722,0.36
2179,PROF. GREGORIO AHUMADA,TELMEX,,CENTRO DE SALUD BACOBAMPO,26.979011,-109.654255,0.36
2560,PEDRO ORTIZ MONTAÑO,TELMEX,,H. AYUNTAMIENTO DE ROSARIO,27.840604,-109.370759,0.36
1652,ESTADO DE OAXACA,MEGACABLE,,SSP ESPEJO,29.09152931,-110.9754964,0.37
1262,ADOLFO LOPEZ MATEOS,TELNOR,,(TZ-45) TORRE COMANDANCIA SONOYTA,31.864325,-112.8494722,0.37
1840,PROF. LAMBERTO HERNANDEZ,COMPUENLACES,,CESPEJO,29.09162451,-110.9754325,0.37
494,BENITO JUAREZ,TELMEX,,BACERAC,30.356653,-108.927858,0.37
3467,MODULO SAN IGNACIO RIO MUERTO,TELMEX,,CAMPO DEPORTIVO MPAL DE SAN IGNACIO RIO MUERTO,27.409988,-110.239434,0.37
1003,ALFONSO ATONDO GARCIA,TELMEX,,RADIO TEC,30.98961,-110.26602,0.37
2879,TELESECUNDARIA 54,COMPUPROYECCIONES,,SASABE,31.470086,-111.547419,0.37
598,MUNDO FELIZ,RED SEC,,PLANTEL CABORCA,30.72412696,-112.1621881,0.37
2282,LEONARDO MAGAÑA ORTEGA,RED SEC,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.37
1044,TELESECUNDARIA 76,COMPUPROYECCIONES,,DIVISADEROS,29.614828,-109.470172,0.38
889,PRIMERO DE MAYO,MEGACABLE,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.38
2888,TELESECUNDARIA 50,COMPUPROYECCIONES,,SECUNDARIA DE REBEICO,28.88552,-109.75171,0.39
614,ARNULFO SANTIAGO HERNANDEZ,RED SEC,,SITIO C5 CABORCA / ANTENAS TELEMAX,30.7302,-112.159,0.39
3438,CENTRO INTEGRAL DE ATENCION A LA SALUD SUR CENTRO,TOTAL PLAY,,CESPEJO,29.09162451,-110.9754325,0.39
2294,PROF. MANUEL TORRES LERMA,TELMEX,,PLANTEL ETCHOJOA,26.90807591,-109.6227125,0.39
988,EUA,MEGACABLE,,RADIO TEC,30.98961,-110.26602,0.39
507,FRANCISCO JAVIER MINA,MEGACABLE,,CENTRO DE SALUD RURAL DE FRANCISCO J MINA (CAMPO 60),27.45816,-110.11326,0.39
3566,JUNTAS DE CONCILIACION Y ARBITRAJE DEL ESTADO DE SONORA,TELMEX,473.28,(TZ-45) TORRE FISCAL,27.49709444,-109.9322056,0.4
2296,PROF. GILBERTO PACHECO CASTILLO,TELMEX,,PLANTEL PUERTO PEÑASCO,31.32935585,-113.5298673,0.4
2263,ANGEL DEL CAMPO,RED SEC,,UNIVERSIDAD DE SONORA  CAMPUS NAVOJOA,27.074257,-109.429382,0.4
928,MARIA DEL CARMEN LLANES NORIEGA,RED SEC,,PLANTEL OBREGON I,27.4776144,-109.9289854,0.4
1997,RAFAEL RAMIREZ,INDEX,,CENTRO DE SALUD RURAL DE YAVARITOS,26.77914,-109.36883,0.41
3391,CENTRO DE SALUD RURAL YECORA,TELMEX,,YECORA,28.373942,-108.930475,0.41
2200,TELESECUNDARIA 169,COMPUPROYECCIONES,,PALACIO MUNICIPAL DE NACORI CHICO,29.68636,-108.97802,0.41
2095,SECUNDARIA ESTATAL NUM. 11,MEGACABLE,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.42
1849,PROFA. MA GUADALUPE ORTEGA DE SUAREZ,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.42
1683,MIGUEL ALEMAN VALDEZ,TELMEX,,(TZ-45) TORRE COMANDANCIA MUNICIPAL,28.84294167,-111.4898444,0.42
3469,MODULO SANTA ANA,TELMEX,,(TZ-45) SIN NOMBRE ESPECIFICADO,30.544323,-111.121223,0.42
162,BARTOLOME M. SALIDO,TELMEX,,ALAMOS,27.021836,-108.937803,0.42
3643,DIF SONORA,TELMEX,473.28,(TZ-45) COMANDANCIA ZONA NORTE,29.11026111,-110.9913861,0.42
1223,7 DE NOVIEMBRE,TELMEX,,H. AYUNTAMIENTODE MOCTEZUMA,29.80268,-109.68059,0.42
3209,CENTRO DE SALUD PITIQUITO,TELMEX,,(TZ-45) COMANDANCIA MUNICIPAL PITIQUITO,30.67895278,-112.0493028,0.43
2852,NIÑOS HEROES,TELMEX,,(TZ-45) TORRE UNISON,30.54224722,-111.1137528,0.43
2914,EL CAMPESINO,TELMEX,,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.43
2838,FELIX ROMERO,TELMEX,,SAN PEDRO DE LA CUEVA,29.288686,-109.743956,0.43
2107,GENERAL JOSE ESTEBAN CORONADO,TELMEX,,H. AYUNTAMIENTO DE SAHUARIPA 2,29.05637,-109.23347,0.44
1614,JOSE LUIS OSUNA VILLA,MEGACABLE,,(TZ-45) TORRE SSPM,27.46464167,-109.9284222,0.45
679,OSWALDO BALLESTEROS BALLESTEROS,RED SEC,,CABORCA,30.727172,-112.155092,0.45
2568,VICENTE MONROY MENDOZA,MEGACABLE,,PLANTEL OBREGON II,27.44298964,-109.9249233,0.45
1261,EMILIO MELGOZA SOLORIO,TELMEX,,(TZ-30) TORRE MARTE R. GOMEZ,27.36791944,-109.8883278,0.45
3586,INSTITUTO SONORENSE  DE LAS MUJERES,TELMEX,343.97,MAGDALENA,30.632581,-110.978589,0.45
1228,ABELARDO L. RODRIGUEZ,MEGACABLE,,CENTRO DE SALUD BACOBAMPO,26.979011,-109.654255,0.45
940,CARLOS M CALLEJA,MEGACABLE,,(TZ-45) TORRE FISCAL,27.49709444,-109.9322056,0.45
2265,OSCAR WILDE,RED SEC,,(TZ-45) TORRE C4 VIEJO SEG PUBLICA,27.08036667,-109.4624361,0.46
2460,IM JIABSI USI,RED SEC,,NOGALES,31.318347,-110.954427,0.46
3756,INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA,TELMEX,343.97,(TZ-45) TORRE C4 NUEVO,27.07895278,-109.443525,0.46
1802,BLANCA AZUCENA ESQUER TORRES,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.46
1433,ALBA RIVERA WONG,TELMEX,,(TZ-45) TORRE C5 GUAYMAS,27.94620556,-110.9342083,0.46
3587,DIRECCION GENERAL DE REGISTRO CIVIL,TELMEX,343.97,(TZ-45) TORRE FISCAL,27.49709444,-109.9322056,0.47
1333,JUDITH MALDONADO GUTIERREZ,RED SEC,,(TZ-45) TORRE C5 GUAYMAS,27.94620556,-110.9342083,0.47
960,OLGA DIAZ ESQUER,MEGACABLE,,PLANTEL OBREGON I,27.4776144,-109.9289854,0.47
496,TELESECUNDARIA 86,COMPUPROYECCIONES,,BACOACHI,30.632433,-109.968483,0.47
3770,CENTRO INTEGRAL DE SALUD MENTAL CISAME NOGALES,TELMEX,,NOGALES,31.318347,-110.954427,0.47
1928,BENITO JUAREZ,TELMEX,,HUASABAS,29.910706,-109.301011,0.48
1365,FRANCISCO MARQUEZ,COMPUPROYECCIONES,,CENTRO DE SALUD DE FRANCISCO MARQUEZ,28.1576944,-110.5913889,0.48
3015,"CECYTE, GRANADOS",COMPUPROYECCIONES,,H. AYUNTAMIENTO DE GRANADOS,29.86225,-109.31035,0.48
1090,TELESECUNDARIA 137,COMPUPROYECCIONES,,PRIM LEONA VICARIO DE MAYTORENA,28.075694,-110.747167,0.48
3192,CENTRO DE SALUD GUAYMAS NORTE,TELMEX,,(TZ-45) TORRE C5 GUAYMAS,27.94620556,-110.9342083,0.48
3693,ISSSTESON,TOTAL PLAY,5735,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.49
2391,PROF. MIGUEL ANGEL LOYA MARTINEZ,MEGACABLE,,CESPEJO,29.09162451,-110.9754325,0.49
1798,PROFA. EVANGELINA PAREDES PESQUEIRA,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.49
3437,POLICLINICO SIGLO XXI ISSSTESON  SNTE SECCION 54,TOTAL PLAY,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.49
2185,MIGUEL HIDALGO Y COSTILLA,TELNOR,,(TZ-45) TORRE AGENCIA FISCAL SLRC,32.47933611,-114.7790444,0.49
2896,TELESECUNDARIA 333,TELMEX,,TEPACHE,29.528978,-109.5296,0.5
636,UNIDAD FORD NUM. 66,TELMEX,,"(TZ-90) CECYTES ""Y""",30.805425,-112.7130333,0.5
2935,PROF. RAFAEL D FIERROS,TELMEX,,VILLA HIDALGO,30.166433,-109.322178,0.5
956,20 DE NOVIEMBRE,RED SEC,,(TZ-45) TORRE HOSPITAL GENERAL,27.48364722,-109.9538472,0.5
1216,LAZARO CARDENAS,TELMEX,,CENTRO DE SALUD RURAL DE BUAYSIACOBE,27.05884,-109.68408,0.51
1872,RAMON GUILLERMO BONFIL VIVEROS,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.51
1403,ESCUELA SECUNDARIA TECNICA NUM. 33,TELMEX,,RAYON,29.707183,-110.567575,0.52
3485,ITAMA - CTE NOGALES,TELMEX,,NOGALES,31.318347,-110.954427,0.52
634,LIC. ADOLFO LOPEZ MATEOS,RED SEC,,CABORCA,30.727172,-112.155092,0.52
1294,BACHOMO,RED SEC,,CENTRO DE SALUD VICAM,27.647,-110.296,0.53
3014,"CECYTE, BANAMICHI",COMPUPROYECCIONES,,BANAMICHI,30.007164,-110.218019,0.53
1293,SEMALULUKUT,RED SEC,,CENTRO DE SALUD VICAM,27.647,-110.296,0.53
1422,LORETO ENCINAS DE AVILES,MEGACABLE,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.54
3622,SERVICIOS DE SALUD DE SONORA,TELMEX,343.97,CESPEJO,29.09162451,-110.9754325,0.54
1013,MELCHOR OCAMPO,TELMEX,,CANANEA,30.9777,-110.308617,0.54
1165,13 DE SEPTIEMBRE,RED SEC,,CENTRO DE SALUD RURAL DE BUAYSIACOBE,27.05884,-109.68408,0.54
3668,DIRECCION GENERAL DE PARTICIPACION SOCIAL,TELMEX,343.97,UNIVERSIDAD DE SONORA  CAMPUS NAVOJOA,27.074257,-109.429382,0.54
3020,"CECYTE, BACUM",COMPUPROYECCIONES,,(TZ-45) PALACIO MUNICIPAL BACUM,27.54989167,-110.083075,0.55
2858,HERMANAS VALENCIA,TELMEX,,SONOYTA,30.544389,-111.121275,0.55
2569,GILDARDO F AVILES,TELMEX,,QUEROBABI,30.050978,-111.03,0.55
1323,LUIS VAN BEETHOVEN,RED SEC,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.55
2903,LORENA GUADALUPE VARELA TREJO,TELMEX,,MAGDALENA,30.632581,-110.978589,0.55
941,EJERCITO NACIONAL MEXICANO,MEGACABLE,,PLANTEL OBREGON II,27.44298964,-109.9249233,0.55
2347,JOSE MA MORELOS Y PAVON,INDEX,,PRIM JOSE MA. MORELOS Y PAVON DE TEACHIVE,26.785231,-109.234619,0.55
2638,GENERAL IGNACIO ZARAGOZA,TELMEX,,RAYON,29.707183,-110.567575,0.56
2853,FRANCISCO GONZALEZ BOCANEGRA,TELMEX,,(TZ-45) TORRE UNISON,30.54224722,-111.1137528,0.56
1332,ISIDRO FABELA ALFARO,RED SEC,,(TZ-60) TORRE CIF GUAYMAS,27.91950278,-110.9007333,0.56
958,MA. DE LA LUZ MARQUEZ,TELMEX,,(TZ-30) TORRE PUEBLO YAQUI,27.35423611,-110.035575,0.56
2893,TELESECUNDARIA 52,TELMEX,,SUAQUI GRANDE,28.394783,-109.891928,0.57
2546,IGNACIO W COVARRUBIAS,MEGACABLE,,NOGALES,31.318347,-110.954427,0.57
1812,ADELINA ENCINAS EZRRE,MEGACABLE,,(TZ-45) CENTRO INTEGRAL PEI,29.09499722,-111.0287889,0.57
741,LAUREANA WRIGTH,RED SEC,,PLANTEL OBREGON I,27.4776144,-109.9289854,0.57
1612,ESCUELA SECUNDARIA TECNICA NUM. 54,COMPUPROYECCIONES,,PRIM 16 DE SEPTIEMBRE DE CHIRAJOBAMPO,26.891989,-109.398275,0.57
3493,COORDINACION ESTATAL DE ADMINISTRACION  EVALUACION Y CONTROL,TOTAL PLAY,,SSP ESPEJO,29.09152931,-110.9754964,0.58
2465,GUADALUPE MARIA DE LOS ANGELES STRAFFON MANZANO,RED SEC,,(TZ-45) TORRE C5 NOGALES,31.29025556,-110.9511556,0.58
3595,INSTITUTO SONORENSE  DE LAS MUJERES,TELMEX,343.97,(TZ-45) TORRE FISCAL,27.49709444,-109.9322056,0.59
2074,PROF. RAFAEL N VARELA,TELMEX,,CUMPAS,29.998067,-109.775114,0.59
2400,MARIA ISABEL IRIBE LEYVA,RED SEC,,(TZ-45) TORRE UES,27.04737222,-109.4524333,0.59
2164,LIC. ADOLFO LOPEZ MATEOS,TELMEX,,MAGDALENA,30.632581,-110.978589,0.59
3623,SERVICIOS DE SALUD DE SONORA,TELMEX,343.97,SSP ESPEJO,29.09152931,-110.9754964,0.59
2403,CENTRO ESCOLAR DEL MAYO,MEGACABLE,,(TZ-45) TORRE C4 NUEVO,27.07895278,-109.443525,0.6
2927,PROF. ENRIQUE QUIJADA,TELMEX,,H. AYUNTAMIENTO DE URES,29.42809,-110.38989,0.6
565,AQUILES SERDAN,TELMEX,,DIF MUNICIPAL DE VILLA JUAREZ,27.128152,-109.829834,0.6
1699,ANGELA MACIAS MARTINEZ,COMPUENLACES,,(TZ-45) COMANDANCIA ZONA NORTE,29.11026111,-110.9913861,0.61
1290,CUAUHTEMOC,TELMEX,,CENTRO DE SALUD VICAM,27.647,-110.296,0.61
3472,MODULO SONOYTA,TELMEX,,(TZ-45) TORRE COMANDANCIA SONOYTA,31.864325,-112.8494722,0.61
1132,JARDIN DE NIÑOS NUEVA CREACION,RED SEC,,CENTRO DE SALUD RURAL DE BUAYSIACOBE,27.05884,-109.68408,0.61
3571,JUNTAS DE CONCILIACION Y ARBITRAJE DEL ESTADO DE SONORA,TELMEX,473.28,(TZ-30) TORRE AGENCIA FISCAL NAVOJOA,27.08241944,-109.4472139,0.62
1993,PROF. OTHON ALMADA,TELMEX,,PLANTEL NAVOJOA,27.06563326,-109.4497993,0.62
1353,FELIPE MATUZ CORDOVA,RED SEC,,CENTRO DE SALUD VICAM,27.647,-110.296,0.62
2158,CLUB DE LEONES,TELMEX,,(TZ-45) TORRE C4,30.63,-110.9690972,0.62
2126,BENITO JUAREZ,TELMEX,,IMURIS,30.793453,-110.846086,0.62
2395,ING JUAN DE DIOS BOJORQUEZ,MEGACABLE,,PLANTEL NUEVO HERMOSILLO,29.01221702,-110.9283082,0.62
2284,ALFRED NOBEL,RED SEC,,UNIVERSIDAD DE SONORA  CAMPUS NAVOJOA,27.074257,-109.429382,0.62
3000,"EMSAD, CARBO",COMPUPROYECCIONES,,CARBO,29.685214,-110.961142,0.63
